id|latitud|longitud|autor|barrio|verso
67|40.5469154|-3.6969282|﻿Patricia Benito|﻿UAM|Vive, joder, vive
371|40.5113409|-3.6936687|﻿Semuret|﻿FUENCARRAL-EL PARDO|Como humanos pisamos las sombras&lt;br&gt;de los gigantes
580|40.509054|-3.6925502|﻿Lupe Gómez|﻿MONTECARMELO|Como por ensalmo:&lt;br&gt;Ti eras a caligrafía amada de Galicia.
853|40.5069314|-3.6944613|﻿La morada|﻿FUENCARRAL-EL PARDO|Veinte minutos de razones&lt;br&gt;bajo el tejado donde habitan los gatos
581|40.5026033|-3.7068692|﻿Libracos|﻿FUENCARRAL-EL PARDO|Eres un amor para leer a media noche
239|40.5074566|-3.6862061|﻿FERNANDO RENJIFO|﻿FUENCARRAL|Háblame del mar. Escucha cómo&lt;br&gt;la rabia se va desvaneciendo.
77|40.4982034|-3.6922605|﻿María Negroni|﻿TRES OLIVOS|—¿Es usted homosexual?&lt;br&gt;—No tengo la menor idea
582|40.498725|-3.6864321|﻿Efecto Me|﻿FUENCARRAL-EL PARDO|&lt;br&gt;Báilame paso a paso vida, báilame...
78|40.4947304|-3.6876579|﻿Marina Carretero|﻿FUENCARRAL|Te vas, y todo cesa.
169|40.4923597|-3.6866165|﻿Kike Babas|﻿FUENCARRAL|¿Qué sabe nadie lo que es un verso&lt;br&gt;bajo una cresta?
372|40.4913454|-3.6895005|﻿Antonio Hernández|﻿VALVERDE|Conocerte ya entra&lt;br&gt;dentro de mi alegría
690|40.4905244|-3.6937626|﻿Sofía Vila|﻿FUENCARRAL-EL PARDO|Siempre hay un loco para un atrevido.
1088|40.4885477|-3.6853686|﻿El Chojín|﻿VALVERDE|Cuando me quieran ahogar seré un pez...&lt;br&gt;cuando me pongan barreras, volaré
226|40.4846758|-3.6896494|﻿J.Canta|﻿FUENCARRAL-EL PARDO|Si no tardas mucho,&lt;br&gt;te espero, toda la vida
79|40.5121862|-3.6776183|﻿Patricia Andrada|﻿LAS TABLAS|Soltar es una palabra&lt;br&gt;que me ata
170|40.5108943|-3.6729808|﻿mellamoagripina|﻿HORTALEZA|Dos no discuten si uno no hiere
691|40.5087276|-3.6779965|﻿Martha Asunción Alonso|﻿LAS TABLAS|No es suficiente andar para alejarse.
583|40.5087806|-3.6731378|﻿Marta Navarro|﻿FUENCARRAL-EL PARDO|Me llevas al océano de tu rosaleda,&lt;br&gt;a tus calles sin edad.
692|40.5108035|-3.6664283|﻿Pablo Blanco|﻿LAS TABLAS|La memoria es de treinta mil flores&lt;br&gt;que ni se venden ni se pudren
584|40.5102203|-3.6691305|﻿(∂ + m) ψ = 0|﻿FUENCARRAL-EL PARDO|No sigo tus pasos, camino contigo
854|40.5086684|-3.6694067|﻿Jesús Fernández Úbeda|﻿LAS TABLAS|Yo qué sé si viví lo confesado
240|40.5079303|-3.6645654|﻿ivan garcia-alcaide|﻿FUENCARRAL-EL PARDO|Con sol, con lluvia,&lt;br&gt;con viento , contigo
826|40.5070145|-3.6688354|﻿Jose Circón|﻿FUENCARRAL-EL PARDO|A veces irse no es huir; es quererse.
979|40.5054912|-3.6727488|﻿Santi Balmes|﻿LAS TABLAS|Te he dedicado líneas sin sentido, líneas que&lt;br&gt;sin puntos son abismos, te podrías asomar
585|40.5063696|-3.6633382|﻿Suzanne|﻿FUENCARRAL-EL PARDO|No importa donde estés&lt;br&gt;veremos la misma luna
855|40.5049752|-3.6653962|﻿taraskus|﻿FUENCARRAL-EL PARDO|Y al final, si que fuiste para tanto.
373|40.5027573|-3.6620615|﻿Tomás Sánchez Santiago|﻿LAS TABLAS|Cuando escribes&lt;br&gt;te manchas de ti mismo
374|40.5004516|-3.6745781|﻿MIGUEL MARTÍNEZ|﻿LAS TABLAS|En vez de pájaro en mano prefiero&lt;br&gt;una gran desbandada en la cabeza
80|40.5000029|-3.6584687|﻿Elsa Veiga|﻿SAN CHINARRO|Me pillas recogiendo&lt;br&gt;los restos de una tarde
375|40.4989627|-3.6567467|﻿Sergio Álvarez Sánchez|﻿HORTALEZA|Hoy empiezo a vivir como quien anda.
68|40.4972005|-3.6534449|﻿Isabel Cadenas Cañón|﻿SAN CHINARRO|a una ciudad / a un cuerpo&lt;br&gt;a veces se regresa
304|40.495069|-3.6504972|﻿Amalia Iglesias|﻿SANCHINARRO|Caminas pero sabes&lt;br&gt;que no te sobran pasos
100|40.4931638|-3.6476434|﻿Fede y Clara|﻿HORTALEZA|Yo seré mimoso,&lt;br&gt;pero tú serás mi musa
305|40.4945794|-3.6659441|﻿Andrés Medina|﻿HORTALEZA|¿Tú también soñaste que volabas?
57|40.4939778|-3.657597|﻿Izal|﻿SAN CHINARRO|Yo solo pido pausa,&lt;br&gt;tu rebobinar
376|40.4922011|-3.6616176|﻿José Antonio Pamies|﻿HORTALEZA|Prohibido hipotecar tus alas
377|40.4921195|-3.6527342|﻿Manuel Delgado Meroño|﻿HORTALEZA|Madrid es el óleo de los distintos&lt;br&gt;tonos de tu piel
693|40.4906181|-3.6538445|﻿Ale Oseguera|﻿SAN CHINARRO|El tiempo lo cura todo,&lt;br&gt;incluso la belleza
827|40.4881729|-3.6670156|﻿Màxim Huerta|﻿SAN CHINARRO|Sigues en las palabras que escribo&lt;br&gt;y en las que no
378|40.4877113|-3.6636749|﻿Kogneni L. Aguilar|﻿FUENCARRAL-EL PARDO|Hállame a pesar de no estar perdida
379|40.4873054|-3.6611134|﻿Hawwa|﻿FUENCARRAL-EL PARDO|Mejor que besar por donde pisas,&lt;br&gt;prefiero volar por donde beso
380|40.4867459|-3.6593673|﻿Iván Onia Valero|﻿SAN CHINARRO|Te quiero porque casi nunca estás&lt;br&gt;y me enamoro de las sillas vacías
241|40.4895738|-3.6554593|﻿Asier Acebo|﻿HORTALEZA|Te estoy amando y no me lo coges.
55|40.4867995|-3.6510363|﻿Abraham Gragera|﻿SAN CHINARRO|Porque vivir es casi
306|40.4852628|-3.6532331|﻿Julia Piera|﻿SAN CHINARRO|Hay otra voz que alienta los brotes
586|40.4949976|-3.7254837|﻿Lemotbulle|﻿FUENCARRAL-EL PARDO|Nadie regresa intacto
54|40.4916218|-3.7229999|﻿DulceLola|﻿FUENCARRAL-EL PARDO|Si me quereis,&lt;br&gt;versos.
587|40.4910502|-3.7162154|﻿Gema Terol|﻿FUENCARRAL-EL PARDO|Dame dos versos cuando me saludes
242|40.4884375|-3.7163454|﻿Rafael Lamata Cotanda|﻿MIRASIERRA|Hoy el cielo no es azul,&lt;br&gt;pero sigue siendo cielo.
588|40.486114|-3.7167344|﻿Segunhenrymiller|﻿FUENCARRAL-EL PARDO|A veces mi otoño comprende tu lluvia
381|40.4858733|-3.7340212|﻿elchicodecuadros|﻿FUENCARRAL-EL PARDO|Y tú,&lt;br&gt;¿a quién ves cuando cierras los ojos?
856|40.4821798|-3.7362152|﻿Paula Castellote|﻿FUENCARRAL-EL PARDO|La danza es la libertad divirtiéndose
136|40.4805569|-3.7372077|﻿Wilma Lorenzo|﻿FUENTELAREYNA|Eres nostalgia por adelantado
589|40.4823665|-3.7278494|﻿Pablo Velado Pulido|﻿FUENCARRAL-EL PARDO|Bailar es ver las aves desde dentro
101|40.4892851|-3.7006653|﻿José María Castrillón Suárez|﻿MIRASIERRA|Somos préstamos de calor
382|40.487998|-3.698769|﻿Alia Helguera|﻿FUENCARRAL-EL PARDO|No dejes la suerte en manos del azar.
171|40.4842598|-3.7075048|﻿María Elena Higueruelo|﻿MIRASIERRA|Toda palabra bella se reviste&lt;br&gt;de una película de silencio
383|40.4843249|-3.7115335|﻿Nuria Lancha Úbeda|﻿FUENCARRAL-EL PARDO|Ojos que ven, corazones que sienten.
1014|40.4821114|-3.7176758|﻿Marifé Santiago|﻿CARDENAL HERRERA ORIA|Donde la distancia entre la tierra y&lt;br&gt;nuestras manos era la medida de todas las cosas
81|40.4801172|-3.7239401|﻿Miguel San José|﻿FUENCARRAL-EL PARDO|Pecas.&lt;br&gt;En todas sus acepciones.
1015|40.4770487|-3.7314315|﻿Axé|﻿FUENCARRAL-EL PARDO|La voz que tripula este barco navega sin olas.
197|40.4753583|-3.7451255|﻿A. Vélez|﻿MIRASIERRA|Il faut accepter la derive&lt;br&gt;avant de prendre un nouveau cap
590|40.4834356|-3.6893154|﻿Santi Silvero|﻿FUENCARRAL-EL PARDO|Si te ceden el paso, cede la sonrisa.
694|40.4795889|-3.6860325|﻿Lola Andrés|﻿LA PAZ|Quin fred tanca estenalles&lt;br&gt;sota l\'exhausta faç de la pobresa?
116|40.4808965|-3.6889776|﻿Clémence Loonis|﻿FUENCARRAL-EL PARDO|Cotidiana, la letra baila&lt;br&gt;al aire libre
243|40.4814851|-3.6939919|﻿Pablo Messiez|﻿LA PAZ|Que mi punto de vista no olvide&lt;br&gt;la ceguera que lo hace posible
137|40.4836742|-3.6998056|﻿Sara Caviedes|﻿BARRIO DEL PILAR|Soy del aire que arrastra&lt;br&gt;la espora de lo triste
1063|40.4792481|-3.6917079|﻿ANA MARIA TORRES BRAVO|﻿FUENCARRAL-EL PARDO|Llegaré tarde.&lt;br&gt;Salí con el tiempo justo en el año equivocado.
591|40.4797601|-3.6967653|﻿Andrés París Muñoz|﻿FUENCARRAL-EL PARDO|La muerte del último hombre&lt;br&gt;jamás será confirmada
1109|40.4792145|-3.7047073|﻿Rafael Lechowski|﻿BARRIO DEL PILAR|Hubo una Edad de Oro de la humanidad:&lt;br&gt;fue antes de que la humanidad descubriera el oro
592|40.4816953|-3.7044069|﻿Amanda Gordillo|﻿FUENCARRAL-EL PARDO|Que el sonido de nuestras pisadas&lt;br&gt;sea un vals de otoño
1126|40.4783596|-3.7098143|﻿Marifé Santiago|﻿EMBAJADORES|Hay un regreso al vientre de la ciudad más mía, desde la&lt;br&gt;que mi alma y yo jugamos con el tiempo a tejer mundos
307|40.4794929|-3.7128036|﻿PEDRO DEL POZO|﻿FUENCARRAL-EL PARDO|No puedo vigilar la galaxia entera.
1112|40.4760153|-3.7158438|﻿David González|﻿EL PILAR|nadie es profeta en su tierra&lt;br&gt;hasta que no se encuentra enterrado debajo de ella
1017|40.4761438|-3.7191483|﻿evachin|﻿EL PILAR|Por ti, que eres cuerpo sostenido&lt;br&gt;en un alma bemol sale Sol, brilla La, sale Sol
244|40.4742974|-3.6875922|﻿Nach|﻿SINESIO DELGADO|Cuanto más deseo trago,&lt;br&gt;más soledad vomito
828|40.4752359|-3.688555|﻿Elena María Martín Melero|﻿FUENCARRAL-EL PARDO|Y en los charcos, nostálgico reflejo,&lt;br&gt;nubes vacías.
108|40.4744708|-3.6975686|﻿Miguel Ángel Jiménez Jara|﻿FUENCARRAL-EL PARDO|Los amores no matan.
82|40.4734027|-3.702685|﻿Silvi Orión|﻿EL PILAR|Todos los anhelos&lt;br&gt;eran éste
155|40.4770303|-3.7035701|﻿Pilar Martín Gila|﻿EL PILAR|Ese es el interior:&lt;br&gt;una historia donde nieva fuera
308|40.4715429|-3.7070542|﻿Zaida Sanchez Terrer|﻿FUENCARRAL-EL PARDO|Si eres el lobo no soy Caperucita,&lt;br&gt;quiero otro cuento.
1115|40.4712205|-3.7115095|﻿Ahmad Yamani|﻿EL PILAR|Se me olvidó tu casa,&lt;br&gt;pero nunca se me olvida el camino que conduce a ella.
829|40.4683985|-3.7128988|﻿estonosonruinas|﻿FUENCARRAL-EL PARDO|Y estaré cuando sientas que ya no,&lt;br&gt;que ya nadie, que ya nada.
138|40.4731048|-3.7151357|﻿Fito Páez|﻿EL PILAR|Nada te importa en la ciudad&lt;br&gt;si nadie espera
309|40.4701778|-3.7177106|﻿Ángel.poem|﻿MONCLOA-ARAVACA|Recuerda:&lt;br&gt;No toda la lluvia forma charcos.
384|40.4718469|-3.7224931|﻿Cesar Antonio Molina|﻿VALDEZARZA|En el valle de los años quien seas,&lt;br&gt;quien no seas, no nos abandones
310|40.4725611|-3.7280479|﻿Montserrat Soria Sánchez|﻿MONCLOA-ARAVACA|De tu boca salada saldrá otra boca.&lt;br&gt;Todo en ti será un estreno
830|40.466464|-3.719784|﻿El Kanka|﻿VALDEZARZA|Propongo un brindis preventivo,&lt;br&gt;por si acaso todo sale bien
72|40.4645111|-3.7238731|﻿Miriam Reyes|﻿VALDEZARZA|Toda la tierra que tengo&lt;br&gt;la llevo en los zapatos
1116|40.4710755|-3.6883861|﻿Ángel Pérez Gómez|﻿TETUÁN|Imprimo átomos de mis pies en el suelo de esta ciudad&lt;br&gt;y ella cuida de mis pasos.
311|40.4720418|-3.6990358|﻿Ada Salas|﻿EL PILAR|Hay una cicatriz&lt;br&gt;atravesando el cielo
695|40.4699677|-3.6968176|﻿La abuela|﻿TETUÁN|Ante la duda, Prefiero ser la viuda
593|40.4685516|-3.6938363|﻿Yolanda Menéndez|﻿TETUÁN|Que me quiera quien ardiendo dentro&lt;br&gt;no llegue nunca a quemarme
1156|40.4667242|-3.689176|﻿David La M.O.D.A.|﻿PZA. DE CASTILLA|Nos enseñan que la paz es elegante pero aprendemos&lt;br&gt;que hay billetes que pueden hacer que un Arma dispare sola
594|40.4698043|-3.70493|﻿Angélica Escalona Fernández|﻿TETUÁN|Te daría besos de buenas noches&lt;br&gt;hasta que se hiciese de día.
831|40.4669232|-3.6915135|﻿Iusets|﻿TETUÁN|...avitcepsrep ed nòitseuc se adiv al
385|40.4653315|-3.6918461|﻿Marta Arteaga|﻿PLAZA DE CASTILLA|El único grito que me calla&lt;br&gt;es la poesía
386|40.4649764|-3.6941636|﻿Mar total|﻿TETUÁN|Piensa parado en el paso pasado&lt;br&gt;o písalo.
595|40.4635112|-3.6963522|﻿Rachid Lamarti|﻿TETUÁN|Las nubes lamen el mar.&lt;br&gt;Pensamientos en blanco sobre el agua.
696|40.4608624|-3.6981869|﻿Stranger Freak|﻿TETUÁN|Cuentan que nacimos por amor,&lt;br&gt;de lo que no hablan es del dolor.
1117|40.4620102|-3.689891|﻿Pablo Cerezal|﻿CASTILLEJOS|afuera es la ciudad en vértigo de rostros&lt;br&gt;tan ajena a ti, extranjera de nosotros
832|40.4610705|-3.6940992|﻿MON|﻿TETUÁN|VIVIR ES NO QUEDAR INTACTOS
387|40.4601114|-3.6962879|﻿Amaia Barrena|﻿TETUÁN|El amor es estar roto&lt;br&gt;y que te quieran por las grietas.
857|40.4618746|-3.7006813|﻿Javier Bozalongo|﻿TETUÁN|La libertad de no deberle nada a nadie.&lt;br&gt;Ni siquiera obediencia
596|40.4631112|-3.703444|﻿Maru|﻿TETUÁN|En esta calle me enamoré de un gato
388|40.4640704|-3.7063032|﻿Rosa María Funes Moñux|﻿TETUÁN|He escrito en una gota&lt;br&gt;la historia de una tormenta
96|40.4811301|-3.6756241|﻿María Gonzalez Llovet|﻿CASTILLA|¡Detente, Homo sapiens!
858|40.476633|-3.6762652|﻿Kutxi Romero|﻿BAMBÚ|La sonrisa despeinada&lt;br&gt;de ir en contra de los vientos
389|40.4764193|-3.6843708|﻿Alemrakss|﻿CHAMARTÍN|Te lo advierto,&lt;br&gt;tengo alas y no dudaré en usarlas.
597|40.4753614|-3.6864052|﻿Izal|﻿CASTILLA|Qué manera de perder las formas.&lt;br&gt;Qué forma de perder las maneras
598|40.4738139|-3.6852962|﻿Francisco M. Ortega Palomares|﻿CHAMARTÍN|Hermosa aquella edad que no se siente.
312|40.4729364|-3.6787891|﻿loreak|﻿CHAMARTÍN|Respira, ahora viene el vendaval.
599|40.4704981|-3.6852533|﻿Zarrino|﻿CHAMARTÍN|No voy a no intentarlo
833|40.4679496|-3.6882815|﻿Fernando Bravo Pablos|﻿CHAMARTÍN|El aleteo del pájaro moribundo&lt;br&gt;golpea la tierra.
390|40.471851|-3.6742428|﻿Ms Q|﻿CHAMARTÍN|Tus versos cortan la circulación
391|40.4702452|-3.6760801|﻿Alejo Stivel|﻿CASTILLA|Eres mi aguja en un pajar.&lt;br&gt;La encontré. Ahora me pides soltarla.
1018|40.4685801|-3.6736768|﻿Sandra Ortega Larrumbide|﻿CHAMARTÍN|Amor es llegar en el momento oportuno&lt;br&gt;y ser del tamaño del hueco vacío del otro.
313|40.4670415|-3.6741757|﻿Tania Flores Rodríguez|﻿CHAMARTÍN|Lo que es puede dejar de ser,&lt;br&gt;pero nunca dejar de haber sido
835|40.4680312|-3.6778932|﻿Juan Luis Ramos|﻿CHAMARTÍN|Nuestros nombres pesan como&lt;br&gt;peñascos solitarios en pleno mediodía.
600|40.4674089|-3.6791405|﻿Monterrosa|﻿CHAMARTÍN|Prometo rendirte cuentos cada noche
697|40.4664293|-3.6791244|﻿Miguel De Juan|﻿CHAMARTÍN|Hoy el cielo es muy azul,&lt;br&gt;pero no se lo digas a nadie.
1053|40.4665558|-3.6862885|﻿Loreto Sesma|﻿PZA. CASTILLA|Quédate el beso, quema el verso,&lt;br&gt;quítate el peso y vuela
1118|40.4652682|-3.6889519|﻿Óscar Brochado Kith|﻿CHAMARTÍN|Only when you touch my skin I realise that it`s really thin.
959|40.4640816|-3.6759004|﻿Clara Sanchez Garcia|﻿CHAMARTÍN|Al son de tus pasos imagino los míos
1019|40.4649265|-3.685567|﻿Paula Izquierdo|﻿CHAMARTÍN|Sola, inmersa en el ruido de la ciudad,&lt;br&gt;oigo el silencio de la vida arrostrándose
991|40.4623235|-3.6760881|﻿La Mari|﻿PIO XII|Abriendo bien los ojos fíjate en los detalles.&lt;br&gt;Despertar mis sentidos, fundirme con el aire
992|40.4636561|-3.6800363|﻿Ana Elena Pena|﻿CHAMARTÍN|Yo le abrazo como un hombre&lt;br&gt;y él me besa como una chica. Así es perfecto
698|40.4633174|-3.6849475|﻿Antonio Pérez Castellanos|﻿CHAMARTÍN|tropezar con tu nombre…
601|40.4603909|-3.6737519|﻿Antonio Montoya|﻿CHAMARTÍN|Al sol le da miedo la oscuridad&lt;br&gt;por eso duerme con la luna encendida
897|40.4602277|-3.6806318|﻿Enrique Cabezón|﻿CHAMARTÍN|Yo también creí que era distinto
1020|40.4593869|-3.6686906|﻿gmm81|﻿CHAMARTÍN|Te espero en la orilla del sueño de siempre
392|40.4590949|-3.6766326|﻿Julio de Soto Ramos|﻿CHAMARTÍN|Sin tus pasos la ciudad está desnuda
943|40.4586685|-3.6817489|﻿Ernesto Suárez|﻿CHAMARTÍN|El don de las manos: amasar la harina&lt;br&gt;y que dé forma a todos los panes
699|40.4587624|-3.6865004|﻿Miri Miri|﻿CHAMARTÍN|Madrid,&lt;br&gt;con tus orillas y mis naufragios
602|40.4790737|-3.6717242|﻿Genoma Poético|﻿MANOTERAS|livianos estamos seguros&lt;br&gt;pesos pluma mejor
198|40.4825073|-3.6647088|﻿Cristina Mª Menendez Maldonado|﻿HORTALEZA|Una pizca de locura lo cura todo
314|40.4802733|-3.6674836|﻿Chiki Lora|﻿ARTURO SORIA|Soledad, a dos centímetros&lt;br&gt;de tus labios
393|40.4773981|-3.6687034|﻿Miriam Martín Castro|﻿CIUDAD LINEAL|Te giras&lt;br&gt;y el mundo parece menos duro
167|40.4758552|-3.6681353|﻿Celia Blanco|﻿PINAR DE CHAMARTÍN|La vida es mejor contigo dentro
700|40.4717775|-3.6675587|﻿Gata Cattana|﻿ARTURO SORIA|No reconozco autoridad&lt;br&gt;más allá de mi cuerpo
701|40.4672679|-3.6657617|﻿Jotadosele|﻿CIUDAD LINEAL|Eres Una flor en mi campo de minas&lt;br&gt;Un vis a vis en mi cadena perpetua
394|40.4781127|-3.6648417|﻿Margarita Otero Álvarez|﻿HORTALEZA|Desde que has decidido habitarme&lt;br&gt;trepan por las paredes horizontes
245|40.4753762|-3.6609517|﻿Carmen Mas Choclán|﻿HORTALEZA|Hemos nacido para entendernos
702|40.4734486|-3.6634925|﻿Miguel Arrabal|﻿HORTALEZA|Σε κάθε βήμα, λησιάζετε&lt;br&gt;και απομακρύνεστε από εσάς και εμένα.
395|40.4633224|-3.6621917|﻿Marta Monge Marín|﻿CIUDAD LINEAL|Léeme aquí,&lt;br&gt;que en ningún otro sitio te escribí.
156|40.4712714|-3.6585786|﻿Ruzpunch|﻿HORTALEZA|Lo mejor está por reír,&lt;br&gt;lo peor ya se ha llorado.
859|40.4787779|-3.6526751|﻿Mónica Carrillo|﻿HORTALEZA|Porque todos fuimos alguna vez&lt;br&gt;el secreto de alguien
315|40.4770905|-3.645798|﻿Jesús Ge|﻿PINAR DEL REY|¿Sabes lo que eres? Eres lo que sabes.
921|40.4758398|-3.6394868|﻿María Carvajal|﻿PINAR DEL REY|Qué hacemos con el amor que nos sobra,&lt;br&gt;si al final lo convertimos en ego.
892|40.4738209|-3.643789|﻿Juan Betancourt|﻿HORTALEZA|La incertidumbre de saber exactamente&lt;br&gt;a donde vas a llegar
83|40.4736374|-3.6450631|﻿Dudu Fdez|﻿HORTALEZA|Poesía: Ventana que nació&lt;br&gt;siendo espejo.
836|40.475537|-3.6468005|﻿Jules|﻿HORTALEZA|Nuestro silencio resuena con eco.&lt;br&gt;No hay voz que lo calle
603|40.4769916|-3.654318|﻿Carmen Martin Fucho|﻿HORTALEZA|Si la vida es un tango,&lt;br&gt;bailemos juntos y haremos un mundo.
316|40.4735241|-3.6544804|﻿Ramoncín|﻿PINAR DEL REY|Paseo mi vida a través&lt;br&gt;de este viejo Madrid
703|40.4716001|-3.6547404|﻿Sergio Grao Palos|﻿HORTALEZA|Las hojas son amarillas y marrones...&lt;br&gt;Y eso es un triunfo
396|40.4726121|-3.6508271|﻿Kike Turrón|﻿HORTALEZA|Ahora son los puntos suspensivos,&lt;br&gt;los que reclaman mi admiración
1021|40.4726518|-3.6483407|﻿Nerea Delgado|﻿PINAR DEL REY|Nuestros castillos de arena están a salvo:&lt;br&gt;se ha secado el mar de dudas
604|40.4718469|-3.6397818|﻿Rafa Olivares|﻿HORTALEZA|Nuevos himnos, nuevas banderas,&lt;br&gt;mismas herrumbres de viejas cadenas.
397|40.4710461|-3.6451435|﻿Blanca Llum Vidal Carrasco|﻿HORTALEZA|On t’és el final si ni crim ni naufragi&lt;br&gt;han bastat per fer miques la nit?
704|40.4696691|-3.6513884|﻿Chus Castro|﻿HORTALEZA|Alegría y llanto,&lt;br&gt;pétalos de una misma flor
605|40.4694718|-3.6340741|﻿Violeta Castaño Ruiz|﻿MAR DE CRISTAL|soy arrullo pero también&lt;br&gt;soy tormenta
398|40.4699341|-3.6388376|﻿Beatriz Zapico Naveira|﻿HORTALEZA|No temen a nada&lt;br&gt;porque nada es todo lo que esperan.
317|40.4703603|-3.6429106|﻿Gsús Bonilla|﻿HORTALEZA|No conoces el amor&lt;br&gt;hasta que besas el suelo
399|40.4682007|-3.6487269|﻿Grace Klimt|﻿HORTALEZA|No te asustes, sólo es felicidad
705|40.4668497|-3.6535737|﻿Alber|﻿HORTALEZA|Mi vida sin ti es más tuya que mía
318|40.4689586|-3.638684|﻿Fernando Beltrán|﻿MAR DE CRISTAL|Cada mañana los ojos&lt;br&gt;como escaleras mecánicas
199|40.4651151|-3.6361836|﻿Jokin Epelde Dominguez|﻿HORTALEZA|El asfalto florece bajo tus pasos
200|40.4635827|-3.6455861|﻿isabel rivas etxaniz|﻿CANILLAS|Escucha el ruido de la ciudad.&lt;br&gt;Y ahora, piensa que es música.
319|40.4628786|-3.649299|﻿Ángel Robledillo|﻿HORTALEZA|Se trata de llenar la luna nueva,&lt;br&gt;de ir por delante de la cuenta atrás
1113|40.4631276|-3.6513823|﻿Fanny Rubio|﻿CANILLAS|La aurora rosa juega a dibujar la marca de unos dedos&lt;br&gt;invisibles que bucean desde ayer en tu vestido
1006|40.4613292|-3.6591152|﻿Manuel Rico|﻿COLINA|Quien olvida abandona, mata,&lt;br&gt;entierra la memoria. Por ello, nunca olvido
168|40.4607543|-3.661851|﻿Kamikaze|﻿ARTURO SORIA|No es por lo que mueras,&lt;br&gt;es por lo que vives
186|40.4593725|-3.6604885|﻿Lanza|﻿CIUDAD LINEAL|Quiéreme&lt;br&gt;hasta que el ego se desvanezca
172|40.4581359|-3.6584271|﻿SIDECARS|﻿COLINA|Sube y ponle altura al vértigo
320|40.4572543|-3.6607594|﻿Angel Erro|﻿CIUDAD LINEAL|Oro esana da aspaldidanik.&lt;br&gt;Oro esana da, baina ez nik.
58|40.4626358|-3.6245093|﻿Leonor Antón|﻿CANILLAS|Todo ha de dejarse ir
606|40.4627806|-3.6357987|﻿Yolanda Ortiz|﻿CANILLAS|se interrumpe el eco de tus pasos&lt;br&gt;lluvia mansa contra el suelo
246|40.4625256|-3.6378425|﻿eslahoradeperderse|﻿HORTALEZA|¿De qué color son tus sueños?
321|40.4593767|-3.6428074|﻿lei_thingks|﻿HORTALEZA|Compartamos nuestros pasos&lt;br&gt;y a ver qué pasa.
322|40.4573195|-3.6449504|﻿Carlos Salem|﻿CANILLAS|Y si nos toca caer, que sea volando
400|40.4571011|-3.6542442|﻿Jesús Ruiz Mantilla|﻿ARTURO SORIA|¿Y si lucháramos&lt;br&gt;por convertirnos en nadie?
247|40.4554746|-3.6564302|﻿María Palfy Alonso-Alegre|﻿CIUDAD LINEAL|Si no me pierdo no me encuentro
323|40.4541154|-3.6602269|﻿RODRIGO GARRIDO PANIAGUA|﻿ARTURO SORIA|En la noche, hay ventanas&lt;br&gt;encendidas que imaginan tu nombre.
227|40.4517151|-3.6607661|﻿Rocio Cam|﻿CIUDAD LINEAL|La ignorancia es&lt;br&gt;lo último que se pierde
401|40.4540337|-3.6550999|﻿VILA|﻿COLINA|Como el mar y el horizonte,&lt;br&gt;juntos pero eternamente lejos.
607|40.450817|-3.6589007|﻿Ernesto Pérez Zúñiga|﻿SAN JUAN BAUTISTA|Yo soy aquella casa&lt;br&gt;donde nunca he llegado
706|40.448184|-3.6570793|﻿Amelie Staschewski|﻿CIUDAD LINEAL|Cruza tus miedos&lt;br&gt;cuando tu mente esté en verde
120|40.4537234|-3.6483461|﻿Sergio Ibáñez Senovilla|﻿HORTALEZA|Tú estarás buscando el norte&lt;br&gt;y yo perdido en esta selva.
187|40.4527662|-3.650524|﻿India Toctli|﻿PIOVERA|Un lago, cerca un lago.&lt;br&gt;Palabras como peces
608|40.4511762|-3.6524096|﻿Sara Bellon Alonso|﻿CIUDAD LINEAL|Mi corazón nunca se pone en rojo
324|40.4492658|-3.6514601|﻿Chris Pueyo|﻿CIUDAD LINEAL|Caminaba por mi izquierda&lt;br&gt;para no dejar de rozarme el corazón.
402|40.4608767|-3.6327812|﻿Teresa Sebastián|﻿CANILLAS|te extiendes    te estiras&lt;br&gt;te expandes    te condensas
325|40.4583797|-3.6257364|﻿Iskander|﻿HORTALEZA|Cariño, cierra el pestillo&lt;br&gt;que entran los monstruos
201|40.4569583|-3.6181122|﻿pat|﻿SAN BLAS|¡Haz de tu cabeza un mundo mejor!
944|40.4554716|-3.6231789|﻿Esteban Beltrán Verdes|﻿PIOVERA|¿Algún día lo que amas es ya inalcanzable,&lt;br&gt;invisible a cualquier forma de miedo?
1022|40.4499109|-3.6081076|﻿Esher Ampuero Gordo|﻿HORTALEZA|Y tú,&lt;br&gt;¿a cuál de todas tus cicatrices le escribes?
403|40.4633949|-3.6164304|﻿Lourdes de Abajo|﻿FERIA DE MADRID|Busco mi identidad.&lt;br&gt;Más bajo no se puede
707|40.4755828|-3.582589|﻿Carol4ale|﻿BARAJAS|¡¡Cruza!!&lt;br&gt;Tus sueños van por aquella acera :)
708|40.4724121|-3.5817361|﻿Nasta HB|﻿BARAJAS|Cuando la paciencia acaba&lt;br&gt;el alma chilla desolada
248|40.4712939|-3.5817173|﻿Gema|﻿BARAJAS|Para llegar a la luna&lt;br&gt;es necesario apuntar a las estrellas
249|40.4691065|-3.5813123|﻿Elvira Sastre|﻿BARAJAS|Para mí cualquier lugar es mi casa&lt;br&gt;si eres tú quien abre la puerta.
